time/s	Ewe/V	<I>/mA
09/03/2025 11:56:23.1378	2.9476535E-001	5.816848776303249E-001
09/03/2025 11:56:23.1578	2.9576534E-001	5.814225851144226E-001
09/03/2025 11:56:23.1778	2.9677460E-001	5.811692602518574E-001
09/03/2025 11:56:23.1978	2.9775348E-001	5.767616563373141E-001
09/03/2025 11:56:23.2178	2.9876027E-001	5.743248090665389E-001
09/03/2025 11:56:23.2378	2.9976615E-001	5.743341664783674E-001
09/03/2025 11:56:23.2578	3.0075315E-001	5.743743717773930E-001
09/03/2025 11:56:23.2778	3.0174524E-001	5.743719183632923E-001
09/03/2025 11:56:23.2978	3.0275056E-001	5.745661217305411E-001
09/03/2025 11:56:23.3178	3.0374587E-001	5.744417756795910E-001
09/03/2025 11:56:23.3378	3.0476430E-001	5.746401531828786E-001
09/03/2025 11:56:23.3578	3.0575848E-001	5.746641003319795E-001
09/03/2025 11:56:23.3778	3.0675632E-001	5.747855056801612E-001
09/03/2025 11:56:23.3978	3.0775627E-001	5.747771261570374E-001
09/03/2025 11:56:23.4178	3.0877641E-001	5.749475898014178E-001
09/03/2025 11:56:23.4378	3.0976892E-001	5.751829645596453E-001
09/03/2025 11:56:23.4578	3.1073666E-001	5.750822260872361E-001
09/03/2025 11:56:23.4778	3.1175295E-001	5.751932497239789E-001
09/03/2025 11:56:23.4978	3.1275564E-001	5.754105078263443E-001
09/03/2025 11:56:23.5178	3.1375816E-001	5.755256494093297E-001
09/03/2025 11:56:23.5378	3.1476745E-001	5.758349329440160E-001
09/03/2025 11:56:23.5578	3.1575447E-001	5.759221356776032E-001
09/03/2025 11:56:23.5778	3.1674612E-001	5.760962287378009E-001
09/03/2025 11:56:23.5978	3.1775129E-001	5.765127569644002E-001
09/03/2025 11:56:23.6178	3.1876025E-001	5.768760298378792E-001
09/03/2025 11:56:23.6378	3.1975251E-001	5.770004284050758E-001
09/03/2025 11:56:23.6578	3.2075286E-001	5.772770449208711E-001
09/03/2025 11:56:23.6778	3.2175401E-001	5.774310344002336E-001
09/03/2025 11:56:23.6978	3.2276091E-001	5.777805261831315E-001
09/03/2025 11:56:23.7178	3.2375148E-001	5.777932614501964E-001
09/03/2025 11:56:23.7378	3.2474968E-001	5.780355741476821E-001
09/03/2025 11:56:23.7578	3.2573089E-001	5.781529127206237E-001
09/03/2025 11:56:23.7778	3.2675096E-001	5.780918114922127E-001
09/03/2025 11:56:23.7978	3.2775530E-001	5.781911053798279E-001
09/03/2025 11:56:23.8178	3.2874224E-001	5.779827383036436E-001
09/03/2025 11:56:23.8378	3.2974643E-001	5.777673350854080E-001
09/03/2025 11:56:23.8578	3.3076137E-001	5.776885968322585E-001
09/03/2025 11:56:23.8778	3.3175129E-001	5.771598176927220E-001
09/03/2025 11:56:23.8978	3.3276966E-001	5.765970258249151E-001
09/03/2025 11:56:23.9178	3.3375183E-001	5.756960061068339E-001
09/03/2025 11:56:23.9378	3.3476365E-001	5.746018525937391E-001
09/03/2025 11:56:23.9578	3.3575213E-001	5.734383520256325E-001
09/03/2025 11:56:23.9778	3.3676904E-001	5.686327008427021E-001
09/03/2025 11:56:23.9978	3.3775529E-001	5.614875394126635E-001
09/03/2025 11:56:24.0178	3.3876100E-001	5.563699773823227E-001
09/03/2025 11:56:24.0378	3.3976221E-001	5.474208714440474E-001
09/03/2025 11:56:24.0578	3.4076396E-001	5.409134143135645E-001
09/03/2025 11:56:24.0778	3.4175622E-001	5.372555835379521E-001
09/03/2025 11:56:24.0978	3.4274128E-001	5.293814619589234E-001
09/03/2025 11:56:24.1178	3.4373453E-001	5.230350278628375E-001
09/03/2025 11:56:24.1378	3.4475017E-001	5.165504569498207E-001
09/03/2025 11:56:24.1578	3.4574017E-001	5.096733706175476E-001
09/03/2025 11:56:24.1778	3.4674871E-001	5.018118980547612E-001
09/03/2025 11:56:24.1978	3.4775034E-001	4.937256816774607E-001
09/03/2025 11:56:24.2178	3.4875727E-001	4.857511902486671E-001
09/03/2025 11:56:24.2378	3.4975976E-001	4.764780568010707E-001
09/03/2025 11:56:24.2578	3.5075840E-001	4.686927969515740E-001
09/03/2025 11:56:24.2778	3.5176295E-001	4.588756448227098E-001
09/03/2025 11:56:24.2978	3.5276496E-001	4.501548904873882E-001
09/03/2025 11:56:24.3178	3.5375783E-001	4.413059408931659E-001
09/03/2025 11:56:24.3378	3.5475090E-001	4.314606491114116E-001
09/03/2025 11:56:24.3578	3.5576987E-001	4.224415441405884E-001
09/03/2025 11:56:24.3778	3.5676241E-001	4.119203650237380E-001
09/03/2025 11:56:24.3978	3.5775360E-001	4.029307021862936E-001
09/03/2025 11:56:24.4178	3.5877028E-001	3.939703432325696E-001
09/03/2025 11:56:24.4378	3.5974652E-001	3.834210703045975E-001
09/03/2025 11:56:24.4578	3.6077070E-001	3.760205487358492E-001
09/03/2025 11:56:24.4778	3.6176047E-001	3.654560627053591E-001
09/03/2025 11:56:24.4978	3.6275688E-001	3.561300728211387E-001
09/03/2025 11:56:24.5178	3.6376259E-001	3.468531145093356E-001
09/03/2025 11:56:24.5378	3.6476755E-001	3.370909127148067E-001
09/03/2025 11:56:24.5578	3.6575809E-001	3.288759298674360E-001
09/03/2025 11:56:24.5778	3.6676151E-001	3.187019325948022E-001
09/03/2025 11:56:24.5978	3.6777857E-001	3.129583467832866E-001
09/03/2025 11:56:24.6178	3.6876494E-001	3.040334657869401E-001
09/03/2025 11:56:24.6378	3.6974844E-001	2.945564889038597E-001
09/03/2025 11:56:24.6578	3.7076101E-001	2.888918028264849E-001
09/03/2025 11:56:24.6778	3.7176040E-001	2.809132695353296E-001
09/03/2025 11:56:24.6978	3.7275761E-001	2.730140327475969E-001
09/03/2025 11:56:24.7178	3.7375745E-001	2.675674637365670E-001
09/03/2025 11:56:24.7378	3.7475723E-001	2.601546575574001E-001
09/03/2025 11:56:24.7578	3.7574911E-001	2.534834132529808E-001
09/03/2025 11:56:24.7778	3.7675717E-001	2.459913625433628E-001
09/03/2025 11:56:24.7978	3.7776351E-001	2.440980795589791E-001
09/03/2025 11:56:24.8178	3.7874630E-001	2.365492758496357E-001
09/03/2025 11:56:24.8378	3.7975743E-001	2.304202538087141E-001
09/03/2025 11:56:24.8578	3.8075632E-001	2.266267423078216E-001
09/03/2025 11:56:24.8778	3.8173828E-001	2.205638218567603E-001
09/03/2025 11:56:24.8978	3.8275069E-001	2.177366706180495E-001
09/03/2025 11:56:24.9178	3.8375190E-001	2.121169628032176E-001
09/03/2025 11:56:24.9378	3.8474557E-001	2.064998464063846E-001
09/03/2025 11:56:24.9578	3.8574886E-001	2.043346866525502E-001
09/03/2025 11:56:24.9778	3.8674247E-001	1.993255105205907E-001
09/03/2025 11:56:24.9978	3.8775104E-001	1.962735417117889E-001
09/03/2025 11:56:25.0178	3.8873193E-001	1.928224396736673E-001
09/03/2025 11:56:25.0378	3.8974252E-001	1.884602661011736E-001
09/03/2025 11:56:25.0578	3.9074761E-001	1.876772847155945E-001
09/03/2025 11:56:25.0778	3.9175579E-001	1.809317489516815E-001
09/03/2025 11:56:25.0978	3.9274418E-001	1.800336116769661E-001
09/03/2025 11:56:25.1178	3.9374378E-001	1.767149969495634E-001
09/03/2025 11:56:25.1378	3.9475083E-001	1.724664571358722E-001
09/03/2025 11:56:25.1578	3.9575312E-001	1.720222240546717E-001
09/03/2025 11:56:25.1778	3.9674920E-001	1.671919659582073E-001
09/03/2025 11:56:25.1978	3.9774519E-001	1.647898534493935E-001
09/03/2025 11:56:25.2178	3.9874640E-001	1.643507674388180E-001
09/03/2025 11:56:25.2378	3.9976168E-001	1.634250619422852E-001
09/03/2025 11:56:25.2578	4.0074646E-001	1.564965817637536E-001
09/03/2025 11:56:25.2778	4.0175980E-001	1.564466540649951E-001
09/03/2025 11:56:25.2978	4.0275103E-001	1.559298908105118E-001
09/03/2025 11:56:25.3178	4.0373868E-001	1.525340063704389E-001
09/03/2025 11:56:25.3378	4.0474746E-001	1.487651889910926E-001
09/03/2025 11:56:25.3578	4.0575224E-001	1.488157602984255E-001
09/03/2025 11:56:25.3778	4.0677834E-001	1.483580591286429E-001
09/03/2025 11:56:25.3978	4.0776473E-001	1.475429077529254E-001
09/03/2025 11:56:25.4178	4.0875578E-001	1.415931330476372E-001
09/03/2025 11:56:25.4378	4.0975899E-001	1.408942092287666E-001
09/03/2025 11:56:25.4578	4.1075274E-001	1.408512789445622E-001
09/03/2025 11:56:25.4778	4.1175976E-001	1.403656595308962E-001
09/03/2025 11:56:25.4978	4.1275266E-001	1.396675752346508E-001
09/03/2025 11:56:25.5178	4.1374868E-001	1.337096997045194E-001
09/03/2025 11:56:25.5378	4.1474661E-001	1.333396617814693E-001
09/03/2025 11:56:25.5578	4.1574976E-001	1.334240907647957E-001
09/03/2025 11:56:25.5778	4.1674039E-001	1.330354066384548E-001
09/03/2025 11:56:25.5978	4.1775033E-001	1.325948389454022E-001
09/03/2025 11:56:25.6178	4.1875726E-001	1.318765004527658E-001
09/03/2025 11:56:25.6378	4.1974303E-001	1.307391837730807E-001
09/03/2025 11:56:25.6578	4.2075399E-001	1.247830467505592E-001
09/03/2025 11:56:25.6778	4.2176497E-001	1.255242631822413E-001
09/03/2025 11:56:25.6978	4.2276052E-001	1.255791231653554E-001
09/03/2025 11:56:25.7178	4.2376193E-001	1.252817494354935E-001
09/03/2025 11:56:25.7378	4.2475998E-001	1.248103929942261E-001
09/03/2025 11:56:25.7578	4.2575994E-001	1.241611189778071E-001
09/03/2025 11:56:25.7778	4.2677751E-001	1.236788917255280E-001
09/03/2025 11:56:25.7978	4.2776230E-001	1.186211222860343E-001
09/03/2025 11:56:25.8178	4.2876062E-001	1.179487946986534E-001
09/03/2025 11:56:25.8378	4.2975125E-001	1.183945597666833E-001
09/03/2025 11:56:25.8578	4.3074200E-001	1.184771332773380E-001
09/03/2025 11:56:25.8778	4.3174303E-001	1.185231849085537E-001
09/03/2025 11:56:25.8978	4.3275800E-001	1.182091741098300E-001
09/03/2025 11:56:25.9178	4.3376586E-001	1.178002991752392E-001
09/03/2025 11:56:25.9378	4.3476689E-001	1.174225874646154E-001
09/03/2025 11:56:25.9578	4.3573356E-001	1.167390246021873E-001
09/03/2025 11:56:25.9778	4.3675846E-001	1.161652692632442E-001
09/03/2025 11:56:25.9978	4.3775126E-001	1.157142579452031E-001
09/03/2025 11:56:26.0178	4.3874460E-001	1.150832714111959E-001
09/03/2025 11:56:26.0378	4.3974024E-001	1.135421049936365E-001
09/03/2025 11:56:26.0578	4.4073841E-001	1.090971987707439E-001
09/03/2025 11:56:26.0778	4.4174352E-001	1.103025215561501E-001
09/03/2025 11:56:26.0978	4.4275412E-001	1.109826370698610E-001
09/03/2025 11:56:26.1178	4.4376191E-001	1.113123324854923E-001
09/03/2025 11:56:26.1378	4.4475329E-001	1.115076851436041E-001
09/03/2025 11:56:26.1578	4.4575426E-001	1.113261670818448E-001
